ID;Title;Singer,,,
35836;Hijrah Ke London;The Changcuters,,,
35837;Ingin (Tapi Ku Tak Bisa);Nineball,,,
35838;Kamu Lucu;Yanne,,,
35839;Kembali Pulang;Kangen Band,,,
35840;Lelaki Cadangan;Naga Dhut,,,
35841;Mencari Cinta;Qta,,,
35842;Mengejar;Cassanova,,,
35843;Ay Ay Ay;Eka Deli,,,
35844;Bingkisan Rindu;Erie Suzan & Yus Yunus,,,
35845;Brownies;Yacko,,,
35846;Janjimu;Erie Suzan,,,
35847;Kutemukan Penggantimu;Lyla,,,
35848;Muka Dua;Prisa,,,
35849;Penakluk Hati;The Sister,,,
35850;Ajari Aku;Adrian Martadinata,,,
35851;Andai Saja;Anima,,,
35852;Beraksi;Kotak,,,
35853;Bila Dia;Radio Star,,,
35854;Bodo Amat Ah;3 In 1,,,
35855;Bukan Aku;The Titans,,,
35856;Cemburu Buta;Angkasa,,,
35857;Cintailah Aku;Olif,,,
35858;Cukup Sudah;Raia,,,
35859;Hujan;Glow,,,
35860;Jangan Retak;Florin Feat. menur Anastasia,,,
35861;Maafkanlah;Alexa,,,
35862;Membuatmu Cinta Padaku;Asbak Band,,,
35863;Sumpah Mati;Baron Soulmate,,,
35864;Ular Berbisa;Hello Band,,,
35865;Walau Habis Terang;Peterpan,,,
35866;8 Hari Seminggu;Syuga,,,
35867;Bintang Hatiku;Merpati Band,,,
35868;Cinta Tak Bertuan;Seventeen,,,
35869;Gadis;D'Clara,,,
35870;Mesin Cinta;The Squirts,,,
35871;Oh Baby;Cinta Laura,,,
35872;Tak Sempurna;Danoom Band,,,
35873;Ga Jaman Punya Pacar Satu;Anita Kacha,,,
35874;Hilang;Java Jive,,,
35875;Kunobatkan Jadi Fantasi;The Upstairs,,,
35876;Laskar Pelangi;Nidji,,,
35877;Ok !!;Naga Dhut,,,
35878;Rasa Yang Telah Mati;Michael Says,,,
35879;Sakit Bukan Main;Dewi Dewi Feat. Mulan Jameela,,,
35880;Selamat Tinggal;Antique,,,
35881;Setengah Terluka;Fase 13,,,
35922;Bandung Bergoyang;Trio Endel,,,
35923;Boneka India;Lusiana,,,
35924;Cincin Permata Biru;Lilin,,,
35925;Jasa Ibu;Lusiana,,,
35926;Munajat Cinta;Ratna Antika,,,
35927;Bojoku Nakal Saiki;Anjar Agustin,,,
35928;Bunga Bunga Cinta;Ratna Antika & Anjar,,,
35929;Bunga;Denis Arista,,,
35930;Cinta Noda Hitam;Anjar Agustin,,,
35931;Jambu Alas;Vivi Rosalita & Sodiq,,,
35932;Narkotika;Brodin,,,
35933;Sang Kekasih;Ratna Antika,,,
35934;Sinis;Lilin Herlina,,,
35935;Terpaku;Sodiq,,,
35936;Bunga Bunga Cinta;Vivi & Agung,,,
35937;Cinta Abadi;Tya Agustin & Agung,,,
35938;Dasi & Gincu;Lilin & Agung,,,
35939;Ke Monas;Vivi & Brodin,,,
35940;Menggapai Matahari;Lilin & Brodin,,,
35941;Pantun Cinta;Tya Agustin & Agung,,,
35942;Piano;Vivi & Agung,,,
35943;Puing Puing;Tya Agustin & Brodin,,,
35944;Terkesima;Tya Agustin & Agung,,,
35945;Hanya Ingin Kau Tahu;Melinda,,,
35946;Kekasih Yang Tak Dianggap;Pinkan Mambo,,,
35947;Lagu Untuk Seorang Kasih;Polaris,,,
35948;Salam Dangdut;Frida Kdi,,,
35949;Satu Senyum Saja;Tato,,,
35950;Be Mine;Aditya,,,
35951;Cinta Yang Hilang;Kojo,,,
35952;Demi Cinta;Marya.J,,,
35953;Hey Nona;The Changcuters,,,
35954;Kau Tigakan Cintaku;Elkasih,,,
35955;Kita Bisa;Ika Putri Feat Ayat,,,
35956;Mati Saja;Barry Likumahua Feat Matthew Sayers,,,
35957;Yang Terakhir;Kitta Band,,,
35958;Aku Masih Sayang;ST12,,,
35959;Cari Pacar Lagi;ST12,,,
35960;Cinta Jangan Dinanti;ST12,,,
35961;Cinta Tak Direstui;ST12,,,
35962;Jangan Pernah Berubah;ST12,,,
35963;Puspa;ST12,,,
35964;Putri Iklan;ST12,,,
35965;Saat Terakhir;ST12,,,
35966;Skj;ST12,,,
35967;Tak Dapat Apa Apa;ST12,,,
35968;Cahayamu;Ungu,,,
35969;Dengan Nafasmu;Ungu,,,
35970;Doa Yang Terlupakan;Ungu,,,
35971;Hidup Hanya Sementara;Ungu,,,
35972;Syukur (Alhamdulillah);Ungu,,,
35973;34 Jam;Saski,,,
35974;Bila Rasamu Ini Rasaku;Kerispatih,,,
35975;Bintang Hatiku;Merpati,,,
35976;Cinta Ini Untukmu;Bintang,,,
35977;Diriku Menggila;Bro,,,
35978;Egokah Aku;Wali,,,
35979;Gubrak;Intan Nuraini,,,
35980;Nyaman;After,,,
35981;Tinggal Kenangan;Caramel (Gaby),,,
35982;Angkuh;Blue Mint,,,
35983;Bermain Cinta;Prudence,,,
35984;Katakan Yang Sebenarnya;Dewiq,,,
35985;Kau Tak Tahu;Moluccas,,,
35986;Kepayang;Andra & The Backbone,,,
35987;Nah Lo;Naif,,,
35988;Sempat Memiliki;Yovie & Nuno,,,
36063;Dasar Boneng;Frida KDI,,,
36064;Flamboyan;Superglad,,,
36065;Lebih Baik Sendiri;Titi Kamal,,,
36066;Lelaki;Elang,,,
36067;Mata Hati & Telinga;Maliq & D,,,
36068;Ooh Yeah;Naif,,,
36069;Unromantic;Drew,,,
36070;Usai;Signy,,,
36084;Ada Rindu Ada Cemburu;Fia,,,
36085;Arti Cintamu;Ressa Herlambang,,,
36086;Dengar Dan Diam;The Morning After,,,
36087;Mimpi Buruk;The One,,,
36088;Tepe (Tebar Pesona);Sinta And The Rock'N Roll Freaks,,,
36089;Tergantung Kamu;Chiquita Meidy,,,
36090;Terpaksa Cinta Padamu;Se7en Days,,,
36091;Detik (Tuk Dikenang);The Video,,,
36092;Godain Aku Lagi;Agnes Monica,,,
36093;Jalan Kebenaran;Gigi,,,
36094;Jangan Diraba;Tuty Wibowo,,,
36095;Malaikat Juga Tahu;Dewi Lestari,,,
36096;Menghujam Jantungku;Tompi,,,
36097;Aku Bisa Sendiri;Agnestha,,,
36098;Aku Pernah Patah Hati;Elizbeth,,,
36099;Angin Surga;Axi,,,
36100;Armada Masa Depan;Ada Band,,,
36101;Dua Hati;Tato,,,
36102;Jika Kau Jadi Pacarku;Ancha & Band,,,
36103;Kembali;The Mad,,,
36104;Kita;Matahari Band,,,
36105;Mimpi Basah;Kobe,,,
36106;Pentungan Karet;Shintania,,,
36107;Sakura Berguguran;Elizbeth,,,
36108;Sudah Kukubur;Rasa Band,,,
36123;Aku Suka Kamu;Trio Libels,,,
36124;Best Friend;President,,,
36125;Camelia;Irwansyah,,,
36126;Gadis Lucu;Lumier,,,
36127;Jomlo;Brownies,,,
36128;Ku Akhiri;Glow,,,
36129;Sejuta Rasanya;Bonus,,,
36130;Tak Ada Yang Abadi;Peterpan,,,
36131;Yakinlah Aku Menjemputmu;Kangen Band,,,
36167;Kisah Tak Sempurna;Samsons,,,
36168;Luluh;Samsons,,,
36169;Seandainya;Samsons,,,
36170;Tak Bisa Memiliki;Samsons,,,
36171;For You;Samsons,,,
36172;Hey Gadis;Samsons,,,
36173;Aku;Samsons,,,
36174;Jika Ku Harus Bermimpi;Samsons,,,
36175;Kau;Samsons,,,
36176;Penantian Hidup;Samsons,,,
36177;Perbedaan;Samsons,,,
36178;S.F.W;Samsons,,,
36179;Bukannya Aku Takut;Mulan Jameela,,,
36180;Terpanah Asmara;Bunga Citra Lestari,,,
36181;Dia Harus Tahu;Jikustik,,,
36182;Gede Rasa;Saski,,,
36183;Cintai Aku;Rossa,,,
36184;Teman Makan Teman;Candy,,,
36185;Yolanda;Kangen Band,,,
36186;Mengenangmu;Kerispatih,,,
36187;Untuk Pertama Kali;Kerispatih,,,
36188;Sepanjang Usia;Kerispatih,,,
36189;Tapi Bukan Aku;Kerispatih,,,
36190;Akhir Penantian;Kerispatih,,,
36191;Dan Ternyata;Kerispatih,,,
36192;Sebuah Pengabdian;Kerispatih,,,
36193;Masih Ingin Bersamamu;Kerispatih,,,
36194;Tak Mungkin Lagi;Kerispatih,,,
36195;Kita Dan Dunia;Kerispatih,,,
36196;Rahasia Cinta;Kerispatih,,,
36197;Cerita Lalu;Kerispatih,,,
36199;Bunga Bunga Di Taman;Se7en Days,,,
36200;I Just Wanna Say I Love You;Potret,,,
36201;Kemenangan;Adly Fayruz,,,
36202;Kepergok Lagi;Naga Dhut,,,
36203;Koq Gitu Sih;Dewiq Feat. Indra Bekti,,,
36204;Mr. Judge;Ika Putri,,,
36261;Bintang 14 Hari;Kangen Band,,,
36262;Bukan Hari Ini;Cokelat,,,
36263;Cinta Mati;The Titans,,,
36264;Kecewa;Bunga Citra Lestari,,,
36265;Menulis Lagu Cinta;Bite,,,
36266;Yang Terlewatkan;Sheila On 7,,,
36267;Kuatkan Aku;Vagetoz,,,
36268;Apalagi;Intan Rj,,,
36269;Begitu Indah;Gaby Idol,,,
36270;Cemburu;After,,,
36271;Cinta Tak Selamanya Indah;Ayat,,,
36272;Hanya Diriku;Inasia,,,
36273;Jadi Milikmu (Crazy);Anggun,,,
36274;Kiss Me;Gretha,,,
36275;Mantan Kekasihku;Lyla,,,
36276;Muak Untuk Memuja;Alone At Last,,,
36277;Benih Cinta Terlarang;Pinkan Mambo,,,
36278;Cinta Pertama;Gendhing & Ipang,,,
36279;Jangan Pernah Berubah;ST12,,,
36280;Kembali Pulang;Kangen Band,,,
36281;Lirih;Chrisye,,,
36282;Sampai Ke Ujung Dunia;Dirly,,,
36283;Untuk Mencintaimu;Seventeen,,,
36326;Hikayat Cintaku;Dewi Persik & Glenn Fredly,,,
36327;Hujan;Utopia,,,
36328;Malam Minggu Kita;Tahta,,,
36329;Malam Terang;Elemant Feat. Ryan Fings,,,
36330;No Comment;Juwita,,,
36333;Sebentuk Hati Buat Kekasih;Kerispatih,,,
36334;Mengejar Badai;David Farenza,,,
36335;Pergi Dariku;Krisyanto,,,
36336;Rasain Lho;Inul Daratista,,,
36337;Sedang Ingin Bercinta;Melinda,,,
36338;Senang Senang;Prigel,,,
36339;Seribu Hari;Manis Manja,,,
36340;Takkan Terluka Lagi;Evan Sanders,,,
36341;Bungaku Jiwaku;Yovie & The Nuno,,,
36342;Emosi;Log Guns,,,
36343;Jatuh Cinta;Baron' Soulmates,,,
36344;Lagi Lagi Janji;Omelette,,,
36345;Menyesal;The Doctors,,,
36346;Padamu Kubersujud;Afgan,,,
36347;Takkan Pernah Menyerah;Rama,,,
36348;Lewat Semesta;Randy Pangalila,,,
36349;Mungkin;Potret,,,
36350;Pergilah;Diana Cybil,,,
36351;Musuh Didalam Selimut;Tahta,,,
36352;Sayang 1000 Sayang;A must,,,
36353;Aku Lelakimu;Element,,,
36394;Goyang Duyu;Project Pop,,,
36395;Satu Dua;Uyunk,,,
36396;Syahdu;Rhoma Irama,,,
36397;Menggapai Mimpi;Dirly,,,
36398;Dasar Cowoq;Anita Hara,,,
36399;Melepasmu;Drive,,,
36400;Sakit;Diana Cybil,,,
36401;Aduh;Intan Nuraini,,,
36402;Bukan Dirinya;Magneto,,,
36403;Dalam Pekatnya;New Eta,,,
36404;Putus Saja;Greenlight,,,
36405;Iri;Intan Rj,,,
36406;Jamilah Jamidong;Ecapede Band,,,
36407;Jatuh Cinta;Marvells,,,
36408;Lelaki Setia;Chili,,,
36409;Nekat;Two Band,,,
36410;Semua Kenangan;The One,,,
36411;Akulah Sahabatmu;Mary Jane,,,
36412;Baby. Honey;Provinsi Band,,,
36413;Cukup Bahagia;Drive,,,
36414;Kembali;No Limits,,,
36415;Pernah Muda;Bunga Citra Lestari,,,
36416;Pesona Potretmu;Ada Band,,,
36417;Tergila;Twenty First Night,,,
36418;Tak Perlu Keliling Dunia;Gita Gutawa,,,
36419;Cemburu;Kanda,,,
36420;Cinta Harus Dimengerti;The Sabian,,,
36421;Loncat;Shinta Venes,,,
36422;Maafkan;Shanty,,,
36423;Pacarku Cerewet;Supersonic,,,
36435;ABCD (Aku Butuh Cinta Darimu);Chili,,,
36436;Dunia Tanpa Henti;Cosmic,,,
36437;Jadi Milikmu Crazy;Anggun,,,
36438;Jangan Tutup Dirimu;Kastil,,,
36439;Kau Harapanku;Eka Sapta Feat. Audy,Lukman,Ali,Andrea
36440;Manusia Lemah;Chrome,,,
36441;Menyelingkuhimu;Roulette,,,
36442;Putar Putar;Inul Daratista,,,
36443;Bantu Aku Melupakanmu;Larocca,,,
36444;Bunga Di Tepi Jalan;Sheila On 7,,,
36445;Hingga Akhir Nanti;Karivella,,,
36446;Keajaiban Cinta;The Sister,,,
36447;Ku Bahagia;Sherina,,,
36448;Maafkan;Chili,,,
36449;Radio Cinta;Kebunku,,,
36470;Aku Ingin Bercinta;Baby,,,
36471;Gelora Asmara;Derby,,,
36472;Harta Cinta;Aura Kasih,,,
36473;Hubungan Tanpa Status;Magneto,,,
36474;In My Birthday;Tina Ton,,,
36475;kau Bukan Milikku Lagi;Joker,,,
36476;Peluk;Dewi Lestari Feat. Aqi Alexa,,,
36477;Who's Laughing Now;Dewi Marfa,,,
36489;Bokong Semok;Reny Farida,,,
36490;Cemeng;Reny Farida,,,
36491;Pati Geni;Reny Farida,,,
36492;Kembang;Reny Farida,,,
36493;Suworo;Reny Farida,,,
36494;Gowur;Reny Farida,,,
36495;Sing Kuwat;Reny Farida,,,
36496;Kembange Ati;Reny Farida,,,
36497;Silir Silir;Reny Farida,,,
36498;Bangur Wurung;Reny Farida,,,
36499;100% Salah;Tarzan Boys,,,
36500;Aku Kau,Kenanganku;Second Civil,,
36501;Ceritaku;Saski,,,
36502;Duda Tajir;Inul Daratista,,,
36503;Kangen;Maliq & D'Essentials,,,
36504;Kilav;Slank,,,
36505;Tak Ada Yang Bisa;Andra & The Backbone,,,
36506;Rehana;Rozy Abdillah,,,
36507;Kembang Kertas;Reny Farida,,,
36508;Dhonge Mekar;Reny Farida,,,
36509;Lancing Tanggung;Armelia Yunita,,,
36510;Ancur Lebur;Rozy Abdillah,,,
36511;Tatu;Reny Farida,,,
36512;Mawar Kapuronto;Suliana,,,
36513;Sisike Cicir;Armelia Yunita,,,
36514;Grajagan;Rozy Abdillah,,,
36515;Alum;Suliana,,,
36516;Layangan;Rozy Abdillah,,,
36517;Maruh Ati;Rozy Abdillah,,,
36518;Gedhe Ati;Rozy Abdillah,,,
36519;Kang;Dina Ratih,,,
36520;Janjine;Ana Rosalina,,,
36521;Aclak;Dina Ratih,,,
36522;Magih Welas;Ana Rosalina,,,
36523;Gandrung;Dina Ratih,,,
36524;Gesah;Ana Rosalina,,,
36525;Demen Nang Riko;Ita Ananta,,,
36526;Gulu Pedhot;Rozy & Dina Ratih,,,
36527;Cari Wanita;Kingkong,,,
36528;Kau Harapanku;Eka Feat Audy,Lukman Ali,Andrea,
36529;Makin Aku;Aura Band,,,
36530;Mengenangku;Mahaghita,,,
36531;Menunggu Cinta;Mary Jane,,,
36532;Minum Susu;Serieus,,,
36533;Selalumu;MySin,,,
36534;Sepi;Signy,,,
36576;Aji Mumpung;Sectornine,,,
36577;Cinta Pertama;Sonic,,,
36578;Cintailah Diriku;Derby,,,
36579;Cintaku Tertinggal Di Malaysia;Dewa 19,,,
36580;Gentayangan;Armada Band,,,
36581;Masih Cinta;Kotak,,,
36582;Wanita Terindah;Drive,,,
36583;Keseron;Reny Farida,,,
36584;Gugat Nang Sopo;Reny Farida,,,
36585;Warisane Embah;Reny Farida,,,
36586;Etang Etung;Reny Farida,,,
36587;Nyidem Welas;Reny Farida,,,
36588;Riwayat Bengen;Reny Farida,,,
36589;Ojo Dumeh;Reny Farida,,,
36590;Seret Jepang;Reny Farida,,,
36591;Setan Mabuk;Reny Farida,,,
36592;Balekno;Reny Farida,,,
36593;Moto Keranjang;Dian Ratih,,,
36594;Jawaban Yonggo Kangen;Lilis Darawangi,,,
36595;Kecantol Pudhot;Lucky Rosalia,,,
36596;Magih Ono Roso;Arjun Aj,,,
36597;Pedhot Welase;Citra Herlina,,,
36598;Sampekno;BBT,,,
36599;Tangise Ati;Suliyana,,,
36600;Janji Dikawin;Cinta Nila,,,
36601;Kedanan;Reny Farida,,,
36602;Ulan Andung Andung;Dian Ratih,,,
36603;Luk Luk Lumbu;Duo Naga,,,
36604;Ngajak Kawin;Suliyana,,,
36605;Mukiyo;Rozy Abdillah,,,
36606;Langit lapis Pitu;Reny Farida,,,
36607;Hang Pungkasan;Dian Ratih,,,
36608;Kapok x 27 Jaran;Duo Naga,,,
36609;Krentege Ati;Ita Ananta,,,
36610;Sampek Kapan;Rozy Abdillah,,,
36611;Beauty Is You;Abdul & The Coffee Theory,,,
36612;Buktikan;Nindy,,,
36613;Cinta Buta;Aura Band,,,
36614;Fanesha;Sonnic,,,
36615;Kisah Cintaku;Jever feat Mr. Ang with Pasha & Mischa Chrisye,,,
36616;Mengertilah;Shinta Vanes,,,
36617;Putus Nyambung;BBB,,,
36618;Segitiga;Elmo Streetfire,,,
36619;Cobalah;Hijau Daun,,,
36620;Masih Ada;Ello,,,
36621;MMS ( Maaf Maaf Saja );Qta,,,
36622;Pacar Tanpa Tandingan;Element,,,
36623;Player;Pasto,,,
36624;Selalu Begitu;Hijau Daun,,,
36625;Ya Iyalah;Bulan Band,,,
36626;Aku Cinta Kamu Kemarin;Bulan Band,,,
36627;Cinta;Samsons,,,
36628;Kamu Kamu Lagi;The Sister,,,
36629;Kekasih Kecil;Naff,,,
36630;Lubang Di Hati;Letto,,,
36631;Sahabat Kecil;Ipank,,,
36632;Tak Lekang Oleh Waktu;Kerispatih,,,
36633;Banyu Kali;Vivi Rosalita,,,
36634;Bisa Saja,Saget Mawon;Vivi. R & Agung,,
36635;Cinta Jauh Di Mato;Lilin. H & Agung,,,
36636;Keluyuran;Gayuh Rakasiwi,,,
36637;Ojo Sujono;Lilin. Herlina,,,
36638;Sandal Jepit;Brodin,,,
36639;Sekonyong Konyong Koder;Anjar Agustin,,,
36640;Taman Jurug;Dwi Ratna,,,
36641;Alun Alun Nganjuk;Vivi Rosalita & Sodiq,,,
36642;Joko Mlarat;Sodiq,,,
36643;Kangen Bojo;Lilin Herlina,,,
36644;Kawin Benjang Nopo;Dwi Ratna & Shodiq,,,
36645;Kesepian;Erny & Sodiq,,,
36646;Motor Mogok;Erny & Sodiq,,,
36647;Sakit Rindu;Lilin. H & Sodiq,,,
36648;Titip Kangen;Vivi Rosalita,,,
36649;Tresno Sudro;Dwi Ratna,,,
36650;Arah;Sheila On 7,,,
36651;Bunuh Saja;Prisa,,,
36652;Darah Muda;Superglad,,,
36653;Dirimu Sebatas Masalah;Asbak Band,,,
36654;Jalan Terakhir;Flame,,,
36655;Suara (Ku Berharap);Hijau Daun,,,
36656;Wo Ai Ni;Fenny Dior,,,
36657;Astaga (3 In 1);3 In 1,,,
36658;Cinta Kutunggu;Kaktoos,,,
36659;Mengagumimu;The Adly's,,,
36660;Punk Hari Ini;Superman Is Dead,,,
36661;Sangat Rindu;Aditya,,,
36662;Wanita Terindah;Pinkan Mambo,,,
36663;Kehidupan;U9,,,
36664;Berikan Aku Waktu;Aura Band,,,
36665;Buruan Nembak Dia;Kananlima,,,
36666;Cinta Mati;The Palm,,,
36667;Fallin' In Love;J-Rocks,,,
36668;Lintang;Netral,,,
36669;Terlanjur Cinta;Rossa Feat Pasha Ungu,,,
36670;You Say Aq;Cinta Laura,,,
36671;Arjunanya Buaya;Inul Daratista,,,
36672;Berikan Aku Waktu;Juno,,,
36673;Mengejar Harapan;Gugun & The Bluesbug,,,
36674;Mudah Saja;Sheila On 7,,,
36675;Sebatas Teman;Sind3ntosca,,,
36676;Sumpah I Love You;Mahadewi,,,
36677;Terobsesi;Rocket Rockers,,,
36718;Aggressive Trance;Garasi,,,
36719;Akulah Lelaki;Juno,,,
36720;Bonbinben;Naif,,,
36721;Bulan & Bintang;Hookey Supermarket,,,
36722;Cewek Manja;2nd Clan,,,
36723;Disini Tanpamu;Roulette,,,
36724;Lia Lia Lia;Sheila On 7,,,
36725;Cinta Dalam Kesedihan;De 'Spectrum,,,
36726;Ditipu Lagi;Tarzan Boyz,,,
36727;Entah;Afgan,,,
36728;Haruskah Bersitegang;Elizbeth,,,
36729;Ironis;Lobow,,,
36730;Pergi Tinggalkan Diriku;Salju,,,
36731;Takkan Lelah;Oky Band,,,
36732;Andai;M.I.G.I,,,
36733;Bagai Bintang;Praboe,,,
36734;Dan Ternyata;Kerispatih,,,
36735;Kesalahan Yang Sama;Kerispatih,,,
36736;Loveable;Abdul & The Coffee Theory,,,
36737;Sesal Semu;Viky Sianipar,,,
36738;Takkan Berpaling Darimu;Rossa,,,
36747;Akhirnya Jatuh Cinta;Ipang,,,
36748;Bidadari;7 Pelangi,,,
36749;Demi Kau;Anggie,,,
36750;Memble Tapi Kece;Mizta D,,,
36751;O Box Part II;Join Side,,,
36752;Tersenyumlah;Tere,,,
36753;Tetap Bertahan;Wali,,,
36754;Ya Iya Donk Jamidonk;Nawa,,,
36794;Aku Bertahan;Rio Febrian,,,
36795;Karena Aku Ada Hanya Untukmu;Blue Melon,,,
36796;Kau Tak Layak Dicintai;Kingkong,,,
36797;Lupakan Aku;Kerispatih,,,
36798;Senyawa Kisah;Prisa,,,
36799;Tak Ada Hati;Chika,,,
36800;Tak Pernah Cinta;Lakee,,,
36856;Apa Artiku;Taxi Band,,,
36857;Boleh Saja Benci;The Rain,,,
36858;Cinta Cuma Satu;Nindy,,,
36859;Jago Selingkuh;D' Star,,,
36860;Jika;Matahari Band,,,
36861;Selamat Jalan Cinta;Barry's Best Friend,,,
36862;Sang Penakluk Api;The Changcuters,,,
36863;Expresikan;Bondan & T2B,,,
36864;Hingga Malam Berganti Pagi;New Eta,,,
36865;Kepingan Kenangan;Falset,,,
36866;Kita;D' Legals,,,
36867;Tak Mampu Setia;Keyla,,,
36868;Tak Pernah Kubayangkan;Nindy,,,
36869;Unity;Bondan & T2B,,,
36870;Dilanda Cinta;Anang & Krisdayanti,,,
36871;KebesaranMu;ST12,,,
36872;Kemana Saja Kamu;Anggie,,,
36873;Kuat Kita Bersinar;Superman Is Dead,,,
36874;Obat Penawar Rindu;Tarzan Boyz,,,
36875;Rapuh;Joeniar Arief,,,
36876;Tak Akan Hilang;T-Five,,,
36877;Yang Kutahu Cinta Itu Indah;Afgan Feat. Nagita Slavia,,,
36889;Aku Pasti Kembali;Pasto,,,
36890;Buang Rasa Itu;Omelette,,,
36891;Hanya Punya Cinta;Mass Romantic,,,
36892;Kasih;Salju,,,
36893;Kau Bukan Untukku;Maha,,,
36894;Kepergianku;The Vanillas,,,
36895;Tanpamu;The Titans,,,
36896;1000X Maaf;Ribas,,,
36897;Aku Milikmu;Sisi,,,
36898;Cinta Ini Cinta Mati;Saffe,,,
36899;Dibius Cinta;Melly Feat. Yusry,,,
36900;Hawanya Menyapu;Wiwiek N Friends,,,
36901;Mati Rasa;Close Head,,,
36902;Sahabatku;Dunia Nami,,,
36944;Aku Dan Kamu Saja;Havana,,,
36945;Bukan Superstar;Project Pop,,,
36946;Gang Kelinci;Gita Gutawa,,,
36947;Harapanku;Circle,,,
36948;Ingkar;Kay,,,
36949;Jangan Tutup Dirimu;Kastil,,,
36950;Lihat Cara Dia Memandangku;Bre,,,
36951;Benci Lagu Cinta;Ussy Sulistiawati,,,
36952;Bungaku Hilang;Pay,,,
36953;Hanya Untuk Cinta;7th Sky,,,
36954;Jangan Bilang Bilang;Tqla,,,
36955;Mau Tau Aja;The Plane,,,
36956;Merindunya;Pinkan Mambo,,,
36957;Tunjukkan Cintamu;Ran Feat Shila,,,
36958;Lubang Di Hati;Letto,,,
36959;Senyumanmu;Letto,,,
36960;Kepada Hati Itu;Letto,,,
36961;Itu Lagi Itu Lagi;Letto,,,
36962;Layang Layang;Letto,,,
36963;Ku Tak Percaya;Letto,,,
36964;Bird Song;Letto,,,
36965;Putih;Letto,,,
36966;Jalan Yang Hilang;Letto,,,
36967;Hapuskan Keluhanmu;Letto,,,
36969;Camelia;Irwansyah,,,
36970;Dengan Nafasmu;Ungu,,,
36971;Hapus Bayangmu;Lakee,,,
36972;Kau Buatku Berarti;Tiket,,,
36973;Ku Tunggu;Flatos,,,
36974;Masihkah Dirimu Memilihku;Chandra,,,
36975;Sendiri;D' Angels,,,
36976;Kehadiranmu;Vagetoz,,,
36977;Sesuatu Yang Beda;Vagetoz,,,
36978;Penyesalanku;Vagetoz,,,
36979;Ervina;Vagetoz,,,
36980;Kecewa;Vagetoz,,,
36981;Ku Ingin Engkau;Vagetoz,,,
36982;Lelahku;Vagetoz,,,
36983;Usai;Vagetoz,,,
36984;Selamat Ulang Tahun;Vagetoz,,,
36985;Doktrin Cinta;The Fairies,,,
36986;Honeyku;Police Line,,,
36987;Kau Putuskan Ku;Aple G,,,
36988;Kepastian Kejujuran;Ilova,,,
36989;Sesungguhnya;Chandra,,,
36990;Sudah (Tak Ada Yang Abadi);Frezia,,,
36991;Tak Ada Yang Lain;Shinobi,,,
36992;Aku Sakit;Wali,,,
36993;Anggita;Notku,,,
36994;Diam Diam;Fresh Milk,,,
36995;Gelombang Cinta;Putih,,,
36996;Jangan Melupakanku;Seventh Flowers,,,
36997;Nuansa Bening;Vidi Aldiano,,,
36998;Tukang Tipu (Tuti);Play Band,,,
36999;Yolanda;Kangen Band,,,
37000;Doy;Kangen Band,,,
37001;Kembali Pulang;Kangen Band,,,
37002;Dengar Dan Rasakan;Kangen Band,,,
37003;Bintang 14 Hari;Kangen Band,,,
37004;Dinda;Kangen Band,,,
37005;Jangan Menangis Lagi;Kangen Band,,,
37006;Yakinlah Aku Menjemputmu;Kangen Band,,,
37007;Anugrah;Kangen Band,,,
37008;Tentang Jen;Kangen Band,,,
37009;Cuma Kamu;Kangen Band,,,
37010;Sayang;Kangen Band,,,
37011;Dan Bila;Arka,,,
37012;Dihati Saja;Kanda,,,
37013;Dirimu Dirinya;Bukan Coklat,,,
37014;Pembalap Liar;Superglad,,,
37015;Tak Mau Lagi;Chiquita Meidy,,,
37016;Tetap Setia;Online,,,
37017;Yang Terpendam;Caffein,,,
37058;Cinta Ga Punya Mata;Kobe,,,
37059;Hey Ladies;Rossa,,,
37060;Ingatlah Diriku;Chandra Feat. Sheila Majid,,,
37061;Penghianat Cinta;Maia Feat. Cinta Laura,,,
37062;Selamat Pagi;Ran,,,
37063;Serdadu Rock;Seurieus,,,
37065;Terlanjur Memilih Dia;Alena,,,
37066;Tulus Kuberi;Kay,,,
37067;Ampuni Aku;Five Minutes,,,
37068;Biarkan Berlalu;Hello Band,,,
37069;Biarkan Cinta Mengalir;Ikke Nurjanah & Farlan,,,
37070;Bila Aku Jatuh Cinta;Potret,,,
37071;Bunga Hatiku;Ilovu,,,
37072;Impas;Rossa,,,
37073;Jangan Lebai;T2,,,
37074;Pengagum Cinta;Ilovu,,,
37075;Pinjam Hatimu;Cokelat,,,
37076;Siapa Yang Pantas;Domino,,,
37077;Suara Jelita;Strata,,,
37079;Bimbang;Bre,,,
37080;Cinta Buta;Ahmed,,,
37081;Dengarkan Curhatku;Vierra,,,
37082;Ingin Hilang Ingatan;Rocket Rockers,,,
37083;Kau Yang Tercantik;Misterie,,,
37084;Sakit Hati;Michael Says,,,
37085;Tolong Aku;Baby,,,
37086;Aku Cinta Dia;Gita Gutawa,,,
37087;Benci Tapi Rindu;Bonus,,,
37088;Cinta Yang Pergi;Narra,,,
37089;Resah Tanpamu;Titi Kamal Feat. Anji Drive,,,
37090;Single Happy;Oppie Andaresta,,,
37091;Andai Kau Bisa;The Polonia,,,
37092;Cemburu;Taxi Band,,,
37093;Kau;Radio Star,,,
37094;Menunggu;Ridho Rhoma & Sonet 2 Band,,,
37095;Palsu;Gruvi,,,
37096;Slank Dance;Slank,,,
