ID;Title;Singer,,,
30016;Apa Yang Kau Cari;Endang S. Taurina,,,
30017;Judul-Judulan;PMR,,,
30018;Termiskin Di Dunia;Hamdan ATT,,,
30019;Pilih Aku Atau Dia;Maya Angela,,,
30020;Bianglala;Mel Shandy,,,
30021;Nyanyian Rindu;Ebiet G. Ade,,,
30023;Awang-Awang;Iwan Fals,,,
30024;Satu-Satu;Iwan Fals,,,
30025;Cinta 2X;Male Voice,,,
30026;Orang Gila;Iwan Fals,,,
30027;Kasih;Boomerang,,,
30028;Kodokpun Ikut Bernyanyi;Arie Wibowo,,,
30029;Harapan Cinta;Angel Pfaff,,,
30030;Bintangku Bintangmu;Heidy Diana,,,
30031;Aksi Kucing;Oei Yok Siang,,,
30032;Dasar Lelaki;Diana Nasution,,,
30033;Hidup Terkekang;Diana Nasution,,,
30065;1 jam;Zaskia Gotik,,,
30066;ABG tua;Fitri Carlina,,,
30067;Brondong tua;Siti Badriah,,,
30068;Lo Gue End;Shella Yolanda,,,
30069;Ciuman Pertama;Gun Gun,,,
30070;Sorry Jack;2 Racun 3,,,
30071;1000 alasan;Zaskia Gotik,,,
30072;Melanggar Hukum;Siti Badriah,,,
30073;Setan Belang;Mozanie,,,
30074;Cinta Satu Malam;Melinda,,,
30075;Dosakah;Putik Sekar Langit,,,
30076;Seperti Yang Kau Minta;Chrisye,,,
30077;Andai Aku Bisa;Chrisye,,,
30078;Cintaku;Chrisye,,,
30079;Kisah Kasih Di Sekolah;Chrisye,,,
30080;Setia;Chrisye,,,
30081;Jika Surga & Neraka Tak Pernah Ada;Chrisye,,,
30082;Dalam Hati Saja;Warna,,,
30083;Kasih Putih;Glenn Fredly,,,
30084;Kasih Tak Sampai;Padi,,,
30085;Andai;Gigi,,,
30086;Karma;Cokelat,,,
30087;Bukan Untukku;Rio Febrian,,,
30088;Sephia;Sheila On7,,,
30113;Kontrakan;Sonny Josz,,,
30114;Di Iris Iris;Sonny Josz / Anita Dahlan,,,
30115;Prau Layar;Dewi San San,,,
30116;Kempling;Mamik & Mulyadi,,,
30117;Nonong;Dewi San San,,,
30118;Lingsir Wengi;Dewi San San,,,
30119;Bojo Loro;Dewi San San,,,
30120;Anoman Obong;Dewi San San,,,
30133;Hati Yang Luka;Betharia Sonata,,,
30136;Camelia1;Ebiet G.Ade,,,
30137;Camelia2;Ebiet G. Ade,,,
30138;Oh Nona Manis;Kiki Fatmala & Richie Ricardo,,,
30139;Gubuk Derita;Hamdan ATT,,,
30141;Lanang Wadon;Yong Sagita,,,
30142;Surat Undangan;Yuni Shara,,,
30155;Right Here Waiting;Richard Marx,,,
30156;Suzana;UB 40,,,
30174;Mulanya Biasa Saja;Pance F. Pondaag,,,
30175;Walau Hati Menangis;Pance F. Pondaag,,,
30176;Jangan Salahkan Siapa;Pance F. Pondaag,,,
30177;Symphoni Rindu;Pance F. Pondaag,,,
30178;Seandainya Masih Mungkin;Pance F. Pondaag,,,
30179;Begitu Indah;Pance F. Pondaag,,,
30180;Seandainya Berterus Terang;Pance F. Pondaag,,,
30181;Untuk Sebuah Nama;Pance F. Pondaag,,,
30182;Jangan Pernah Ragukan;Pance F. Pondaag,,,
30183;Kerinduan;Pance F. Pondaag,,,
30184;Kau Kau Kau;Pance F. Pondaag,,,
30207;Biar Cinta Menyatukan Kita;Tiket,,,
30208;Dimana Kamu;Numata,,,
30209;Mantra;Anggun,,,
30210;Sekali Lagi;Sheila On 7,,,
30211;Sorry;Netral,,,
30212;Tak Bisakah;Peterpan,,,
30240;Benci Untuk Mencinta;Naif,,,
30241;Bercinta;Lilis Karlina,,,
30242;Goyang Banondari;Lilis Karlina,,,
30243;Hidup Hanya Sekali;Kunci,,,
30244;Jangan Ada Yang Berubah;Anisa Bahar & Arie Arjuna,,,
30245;Jauh Mimpiku;Peterpan,,,
30246;Ma . e;Denada,,,
30247;Aku Disini Untukmu;Dewa 19,,,
30248;Cukup Siti Nurbaya;Dewa 19,,,
30249;Kamulah Satu Satunya;Dewa 19,,,
30250;Buka Dikit Joss;Windy HP & Denia Marza,,,
30251;Pacar 5 Langkah;Windy HP & Denia Marza,,,
30252;Wedhus;Windy HP & Denia Marza,,,
30253;Semakin Gila;Denia Marza,,,
30254;Oplosan;Denia Marza,,,
30255;Apa Artinya Cinta;Melly & Ari Lasso,,,
30256;Berharga;The Soul,,,
30258;Didadaku Ada Kamu;Ratu,,,
30260;Kecup Terakhir;Anda,,,
30261;Lagu Rindu;Kerispatih,,,
30262;Sunset;The nova,,,
30263;Wanitaku;Element,,,
30283;Aku Milikmu;Dewa 19,,,
30284;Cinta Kan Membawamu Kembali;Dewa 19,,,
30285;Elang;Dewa19,,,
30286;Kangen;Dewa 19,,,
30287;Kirana;Dewa 19,,,
30288;Persembahan Dari Surga;Dewa 19,,,
30289;Satu Hati;Dewa 19,,,
30290;Dikocok - Kocok;Inul Daratista,,,
30291;Goyang Inul;Inul Daratista,,,
30293;Misteri Illahi;Ari Lasso,,,
30294;Possesif;Naif,,,
30295;September Ceria;Vina Panduwinata,,,
30296;Dua Insan Bercinta;Ella,,,
30298;Yogyakarta;Klakustik,,,
30306;Aku Bisa;Flanela,,,
30307;Aku Bukan Musuhmu;Dan Band,,,
30308;Alhamdulillah;Opick Feat Amanda,,,
30309;Bintang Bintang;Bintang,,,
30310;It's Oke;Gamma,,,
30311;Tombo Ati;Opick,,,
30312;Menuju Terang;Alakazam,,,
30313;Merasa Sepi;Jikustik,,,
30314;Saat Kau Pergi;Bunga Citra Lestari,,,
30315;Senang Bersamamu;Naif,,,
30316;Sudah Kehendaknya;Jikustik,,,
30317;Ternyata Cinta;Padi,,,
30339;Apa Daya;Flanela,,,
30341;Duda Janda;A.Rafiq & Nelly Agustin,,,
30342;Goyang Heboh;Nita Talia,,,
30343;Kau Datang;Nina,,,
30344;Kesihir Cinta;Tessa Mariska,,,
30345;Kuberikan Segalanya;Tiket,,,
30346;Langit Tujuh Bidadari;Ada Band,,,
30347;Tiada Yang Abadi;La Luna,,,
30348;Tolong Aku;The Rain,,,
30370;Abadikan Cinta;Wayang,,,
30371;Ajarai Aku Rahasia;Tangga,,,
30372;Amor;Gaul,,,
30373;Apanya Dong;Seurieus,,,
30374;Cinta Gila;Dewa,,,
30375;Jatuh Cinta;Project Pop,,,
30376;Kekasih Seterusnya;Stinky,,,
30377;Mawar Hitam;Tipe-X,,,
30378;Perdamaian;Gigi,,,
30379;Persimpangan;The Rain,,,
30380;Satu Yang Kumau;La Lina,,,
30381;Sayangi Aku;Ita Purnamasari,,,
30382;Selingkuh;Saefull,,,
30383;Sungguh Rapuh;Casper,,,
30384;Swear;Nita Talia,,,
30385;Tergila Gila;Siver Quint,,,
30386;Yang Telah Pergi;Wayang,,,
30410;Akhirnya;Gigi,,,
30411;Andai Kau Tahu;Benua,,,
30412;Cintaku Berat Diongkos;Project Pop,,,
30413;Cinta Putih;Kerispatih,,,
30414;Hidayah;Desy Ratnasari,,,
30415;Merah Kau Bilang Biru;Kristina,,,
30416;Naluri Lelaki;Samsons,,,
30417;Pasangan Sepadan;Tere,,,
30418;Pelangi Tujuh Warna;Kristina,,,
30419;Pujaan Hati;Naif,,,
30420;Saat Kau Disampingku;Flanella,,,
30421;Sekali Ini Saja;Pitch,,,
30422;Simpan Saja;Super Glade,,,
30423;Somoslibres;Sore,,,
30424;Tak bisakah;Peterpan,,,
30425;Jauh Mimpiku;Peterpan,,,
30426;Dibelakangku;Peterpan,,,
30427;Menunggumu;Peterpan,,,
30428;Bintang Di Surga;Peterpan,,,
30429;Diatas Normal;Peterpan,,,
30430;Aku Datang Untukmu;Jikustik,,,
30431;Andaikan;Rea,,,
30432;Arjuna Dangdut;Aksay,,,
30433;Bola Cinta;Tessa Mariska,,,
30434;Demi Waktu;Ungu,,,
30435;Jinak-Jinak Merpati;Fitri Carlina,,,
30436;Pemenang Cinta;Stinky,,,
30437;Separuh Hidupku;Titi DJ,,,
30438;Tak Mungkin Bersatu;Pinkan,,,
30439;Tanpa Mata;Dan Band,,,
30440;Tanpa Rencana;Kunci,,,
30475;CD HOUSE BLACKBOARD;NN,,,
30476;Pulang Jo;Corr Tetelepta,,,
30477;Oh Mama Oh Papa;Corr Tetelepta,,,
30478;Lagu For Mama;Corr Tetelepta,,,
30479;Mana Tu Cincin;Lynn T,,,
30480;Mooi Manado;Corr Tetelepta,,,
30481;Bobira Cinta;Lynn T,,,
30482;Dingin Pe Dingin;Lynn T,,,
30483;Bapasang;Lynn T,,,
30484;Jangan Lei Torang Baraalae;Corr Tetelepta,,,
30485;Ngana Untung Di Ga Ya;Corr Tetelepta,,,
30509;Bebas;Pitch,,,
30510;Burung Camar;Delon,,,
30511;Cerita Untuk Dunia;Element,,,
30512;Kita Dan Matahari;Gamma,,,
30513;Teler Dombret;Denada,,,
30514;Terbayang;Aksay,,,
30515;Uang;Naif,,,
30516;Cintaku Bagai Sungai Kering;Deddy Dores,,,
30517;Dibalik Mata Ada Dusta;Broery,,,
30518;Ingin Memeluk Dirimu;Deddy Dores,,,
30519;Kekagumanku;Harry Sabar,,,
30520;Salahkanlah;RC Formation,,,
30543;Demi Dia ( Kau Berdusta);Juliete,,,
30544;Disini Untukmu;Bintang Feat Winda Viska,,,
30545;Ijinkan Aku Menyayangimu;Iwan Fals,,,
30546;Sampai Nanti Sampai Mati;Letto,,,
30557;Jika Kau Percaya;Seventeen,,,
30569;Cinta Memang Gila;Art 2 Tonic,,,
30570;Pencuri Hati;Tere,,,
30571;Teman Tapi Mesra;Ratu,,,
30573;Hikmah;Netta Kusuma Dewi & Daniel,,,
30576;Ku Benci Kau Dengan Cintaku;Tito,,,
30577;Tanya;The Nova,,,
30578;Astagfirullah;Marshanda,,,
30579;Laskar Cinta;Dewa 19,,,
30580;Sedang Ingin Bercinta;Dewa 19,,,
30581;Seperti Yang Dulu;Ungu,,,
30590;Ijinkan Aku Menyayangimu;Iwan Fals,,,
30591;Aku bukan Pilihan;Iwan Fals,,,
30592;Buku ini Aku Pinjam;Iwan Fals,,,
30593;Kumenanti Seorang Kekasih;Iwan Fals,,,
30594;Antara Aku,Kau dan Bekas Pacarmu;Iwan Fals,,
30595;Entah;Iwan Fals,,,
30596;Sebelum Kau Bosan;Iwan Fals,,,
30597;Yang Tersendiri;Iwan Fals,,,
30598;Mata Indah Bola Pingpong;Iwan Fals,,,
30599;Jendela Kelas Satu;Iwan Fals,,,
30600;Kemesraan;Iwan Fals,,,
30601;Aku Sayang Kamu;Iwan Fals,,,
30602;Maaf Cintaku;Iwan Fals,,,
30603;22 Januari;Iwan Fals,,,
30604;Aku Sahabatmu Yang Mencintaimu;Cindy,,,
30607;Bukan Milikmu Lagi;Agnes Monica,,,
30608;Cinta Itu;Astrid,,,
30609;Kenangan Terindah;Samsons,,,
30610;Sabtu Minggu;Sandy,,,
30632;Dendam Kebencian;Lusiana Safara,,,
30633;Wadon Bae;Lusiana Safara,,,
30634;Bunga Bunga Cinta;Lusiana Safara,,,
30635;Kasih Sayang;Lusiana Safara,,,
30636;Renungkanlah;Lusiana Safara,,,
30637;Terpesona;Lusiana Safara,,,
30638;Gembala Cinta;Lusiana Safara,,,
30639;Bunga Dahlia;Lusiana Safara,,,
30640;Zaiba;Lusiana Safara,,,
30642;Kasih Sayang;Rahman M / Gayuh R,,,
30643;Kushiya Hargum;Lilin Herlina,,,
30644;Sumpah Benang Mas;Devy Citasari,,,
30645;Bohot Pyar Kharti Hai;Puji Lesmana,,,
30646;Izinkanlah;Rahman M,,,
30647;Saling Tergoda;Shanti Ekawati,,,
30648;Maafkanlah;Ratri Novarina,,,
30649;Derita Tiada Akhir;Yesi Kurnia,,,
30650;Boneka Cinta;Ismawati Dewi,,,
30651;Penyanyi Seksi;Gayuh Rakasiwi,,,
30652;Disambar Petir;Ria Mustika,,,
30653;Ingin Jumpa;Ria Mustika,,,
30654;Hanya Untukmu;Ria Mustika,,,
30655;Kunang Kunang;Ria Mustika,,,
30656;Pintu Taubat;Ria Mustika,,,
30657;Siksa Kubur;Ria Mustika,,,
30658;Terhina;Ria Mustika,,,
30659;Bukan Jodoh;Ria Mustika,,,
30660;Pandangan Pertama;Ria Mustika,,,
30661;Tangan Dan Bibir;Ria Mustika,,,
30662;Munafik;Ria Mustika,,,
30663;Keranda Cinta;Lilin Herlina,,,
30664;Renungkanlah;Dwi Ratna,,,
30665;Ratapan Anak Tiri;Dwi Ratna,,,
30666;Jangan Pura Pura;Lusiana Safara,,,
30667;Pasrah;Brudin,,,
30668;Mabuk Janda;Gayuh Rakasiwi,,,
30669;Bandung 19 Oktober;Seurieus,,,
30670;Gadisku;Ello,,,
30671;Retak;Ella,,,
30672;I'm Falling In Love;Melly Goeslow,,,
30673;Itu Karena Kuasa Tuhan;Juliette,,,
30674;Ku Bisa Saja;Icha,,,
30675;Takkan Ada Lelaki Seperti Dia;Shanty,,,
30700;Ada Yang Hilang;Ipang BIP,,,
30701;Awan Hitam;Silver,,,
30702;Cinta Selembut Sutera;Ella,,,
30703;Dari Satu Hati;Ungu,,,
30704;Gak Ada Duanya;Slank,,,
30705;Hanya Kamu Yang Bisa;Kerispatih,,,
30706;Melayang;Ungu,,,
30707;Sidney 090102;Jamrud,,,
30708;Mblebes;Tawie / Vivi R,,,
30709;Endel;Tawie & Venta Resti,,,
30710;Suloyo Janji;Tawie S,,,
30711;Seputih Melati;Tawie S,,,
30712;Tresnamu Tresnaku;Tawie S,,,
30713;Tragedi Tsunami;Tawie S,,,
30714;Tak Tompone Tresnamu;Tawie S & Ratri,,,
30715;Gadis Penggoda;Tawie S,,,
30718;Selayang Pandang;Ridhi Sera,,,
30719;Dendam Kebencian;Wiwik Sagita,,,
30720;Tangan Dan Bibir;Ridhi Sera & Evi P S,,,
30721;Surat Merah;Luciana Safara,,,
30722;Bunga Dahlia;Evi P,,,
30723;Akhir Sebuah Cerita;Irma Permata Sari,,,
30724;Hadiah Batik Pekalongan;Brodin & Irma P S,,,
30725;Peristiwa Silam;Evi P,,,
30726;Jatuh Cinta;Wiwik Sagita,,,
30727;Dendang Sera;All Artist Sera,,,
30728;Gantengnya Pacarku;Denis Arista,,,
30729;Ini Dangdut;Denis Arista,,,
30730;Duit;Luciana Safara,,,
30731;Cinta Putih;Anis Martha,,,
30732;Slenco;Ayu Sawita/Wiwin,,,
30733;Reog Ponorogo;Trio Zebra,,,
30734;Bukan Romeo;Flanella,,,
30735;Bulan Sabit;The Rain,,,
30736;Kau Buat Aku Menunggu;The Rain,,,
30737;Menunggu ( Ternyata Menyakitkan );Ribas,,,
30739;Tanpa Kekasihku;Agnes Monica,,,
30741;Aku Bukan Untukmu;Rossa,,,
30742;Pudar;Rossa,,,
30743;Wanita Yang Kau Pilih;Rossa,,,
30744;Malam Pertama;Rossa,,,
30745;Kini;Rossa,,,
30746;Tegar;Rossa,,,
30747;Bila Salah;Rossa,,,
30748;Perawan Cinta;Rossa,,,
30749;Hati Yang Terpilih;Rossa,,,
30751;Nada - Nada Cinta;Rossa,,,
30753;Denganmu;Marcel,,,
30754;Jangan Pura Pura;Juliette,,,
30755;Kekasih Terakhir;Melly G.,,,
30756;Gemilang;Ella,,,
30757;Pengkhianatan Yang Terbaik;Kunci,,,
30758;Sekali Cinta Tetap Cinta;Helena,,,
30759;Terlalu Indah;Cokelat,,,
30760;Sembilu;Ella,,,
30761;Bandara;Ribas,,,
30762;Dirimu Berarti Bagiku;Rei One,,,
30763;Haruskah Kumati;Ada Band,,,
30764;Hilang;Garasi,,,
30765;Pemenang Cinta;Kapten,,,
30766;Semua Jadi Satu;3 Diva,,,
30767;Siapkan Tubuhmu;Dan Band Feat Ika Putri,,,
30768;Tak Pernah Padam;Cokelat,,,
30769;Takkan;Ten 2 Five,,,
30770;Aku,Dirimu,Dirinya;Kahitna,
30771;Hapus Saja Nomerku;Jamrud,,,
30772;Hey Cantik;Shaggy Dog,,,
30773;Jika;Elektra,,,
30774;Sendiri Itu Indah;Seurieus,,,
30775;Tak Ada Logika;Agnes Monica,,,
30776;The One;1st Maliq  &  D'essentials,,,
30816;Berjanjilah;Ungu,,,
30817;Jalan Yang Terang;Rudra,,,
30818;Karena Wanita (Ingin Dimengerti);Ada Band,,,
30819;Kecuali Dia;Seurieus,,,
30820;Kehadiranmu;Samsons,,,
30821;Lelaki Biadab;Jamrud,,,
30822;Terlalu Cinta;Mary Jane,,,
30823;Ajari Aku  Mencintaimu;Jamrud,,,
30824;Aku Disampingmu;Indra,,,
30825;Sembilu;Ella,,,
30826;Bukan  Lelaki Sempurna;Icha,,,
30827;Dahulu;Mary Jane,,,
30828;Kau Masih Kekasihku;Naff,,,
30829;Kepastian Yang Kutunggu;GIGI,,,
30830;Lagu Sexy;Kapten,,,
30831;Sandaran Hati;Letto,,,
30832;Slalu Setia;Seventeen,,,
30833;Selimut Hati;Dewa 19,,,
30834;Tak Jujur;Uut Permatasari,,,
30835;Terlalu Sayang;Uut Permatasari,,,
30836;Untuk Sahabat;Audy & Nindi,,,
30858;14 Februari;Clorophyl,,,
30859;Impian;VW Brothers,,,
30860;Kasmaran;Fitri Carlina,,,
30861;Kenangan Terindah;Samsons,,,
30862;My Darling;Rieka & Fazal Dath,,,
30863;Penantian Bodoh;Magnet,,,
30864;Takkan Sampai Disini;Agnes Monica,,,
30865;Tega;Glenn Fredly,,,
30886;Batin Dan Ragaku;Pandawa,,,
30887;Bukan Diriku;Samsons,,,
30888;Dasar Pengecut;Tahta,,,
30889;Dengan Nafasmu;Samsons,,,
30890;Kamu Dan Kamu;Agnes Monica,,,
30891;Larut;Dewa 19,,,
30892;Masih Mampu Menemanimu;The Rain,,,
30893;Menagih Janji;Ribas,,,
30894;My Heart;Irwansyah & Acha Septriasa,,,
30895;Sebelah Hati;Ribas,,,
30896;Sebenarnya Cinta;Letto,,,
30897;Retak;Ella,,,
30898;Untukmu Duniaku;Homogenic,,,
30921;Demi Waktu ;Ungu,,,
30922;Disini Kumenunggu;Anima,,,
30923;Jiwaku;Ruth Sahanaya,,,
30924;Kau;Dua,,,
30925;Mimpi Manis;Rieka,,,
30926;Nyanyian Sahabat;Cokelat,,,
30927;Sejauh Mungkin;Ungu,,,
30956;Bagian Yang Salah;Allakhazaam,,,
30957;Bila Aku Jatuh Cinta   ;Nidji,,,
30958;Cintaku Diujung Jalan;Agnes Monica,,,
30959;Keretamu;Ello,,,
30960;Pemenang;Sheila On 7,,,
30961;Pencuri Hati;Kelasik,,,
30962;Perasaanku Tentang Perasaanku Kepadamu;Dewa 19,,,
30963;Rindu Terlarang;Rasa,,,
30964;Sedang Ingin Bercinta ;Dewa 19,,,
30965;Sudah;Nidji,,,
30966;Terekam;The Upstairs,,,
30967;Tersenyum Lagi;Steven & Coconut Treez,,,
30968;Akhirnya Kumenemukanmu;Naff,,,
30969;Lelaki Buaya Darat;Ratu,,,
30970;Mantan Kekasih;Sheila On 7,,,
30971;Pasrahku;Evie Tamala,,,
30972;Pergi Cinta;Audy,,,
30973;Putri Duyung;Ten,,,
30974;Seperti Yang Kumau;Baim,,,
30988;Tanpa Kekasihku ;Agnes Monica,,,
31010;Asmara;Evie Tamala,,,
31011;Dasar Burung;Sari Hula - Hula,,,
31012;Dendam Kebencian;Anisa Bahar,,,
31013;Hari Ini,Esok & Seterusnya;Nirina Zubir,,
31014;Sampai Menutup Mata;Acha Septriasa,,,
31015;SBY;Slank,,,
31052;Aku Bukan Pilihan Hatimu;Ungu,,,
31053;Berdua Lebih Baik;Acha Septriasa,,,
31054;Jangan Tinggalkanku;Gigi,,,
31055;Pencinta Wanita;Irwansyah,,,
31056;Simpan Saja;Ecoutes,,,
31057;Suratan Cinta;Vety Vera,,,
31079;Bila;Gigi,,,
31080;Bukan Pahlawan;Superman Is Dead,,,
31081;Dia dan Cintamu;Memes,,,
31082;Hapus Aku;Nidji,,,
31083;Surga Cinta;Ada Band,,,
31084;Yang Manis;Slank,,,
31097;SMS;Denis Arista,,,
31098;Tak Jujur;Denis Arista,,,
31099;Repot;Denis Arista,,,
31100;Seribu Janji;Denis Arista,,,
31101;Aku;Denis Arista,,,
31102;Kandas;Dwi Ratna/ Shodiq,,,
31103;Payung Hitam;Lilin Herlina,,,
31104;Berdosa;Lilin Herlina,,,
31105;Goblok;Denis Arista,,,
31106;Dusta;Ria Mustika,,,
31107;Bintang Pentas;All artis,,,
31108;Mr. Mendem;Ria M & Brodin,,,
31109;Mengapa 2;Lilin Herlina & Brodin,,,
31110;Sendiri;Lilin Herlina,,,
31111;Manja;Lilin Herlina,,,
31136;Gila Basah;Uut Permatasari,,,
31137;Jakarta - Hiroshima;Dessy Kus Endang,,,
31138;Jalan Cahaya;Ada Band,,,
31139;Jika Tak Ada Hari Esok;Icha & Ajeng,,,
31140;Khayalan Anak Perawan;Rieka,,,
31141;Mengalir;Private Harmony,,,
31144;Pergi Untuk Kembali;Ello,,,
31145;Kisah Sedih di Hari Minggu;Marshanda,,,
31147;Terbaik Untukmu;Tangga,,,
31148;Aku Baik - Baik Saja;Ratu,,,
31149;Gelora Asmara;Siti Nurhaliza,,,
31150;Don't Put My Heart On Hold;Siti Nurhaliza,,,
31151;Samar Bayangan;Nicky Astria,,,
31152;Tertipu Lagi;Nicky Astria,,,
31153;Ku Peluk Sepi;Nicky Astria,,,
31154;Kemana;Nicky Astria,,,
31157;Raja;Sari Hula - Hula,,,
31158;Sms Cinta;Tessa Mariska,,,
31159;SMS;Ria Amelia,,,
31160;Sayur Asem;Dessy Kus Endang,,,
31161;Sepi;Seto Feat Mawar,,,
31184;Apakah Ini Cinta;Cindy Fatika Sari,,,
31185;Child;Nidji,,,
31186;Cinta Sendiri;Kahitna,,,
31187;Dear Diary;Ratu,,,
31188;Gedung Tua;Elvie Sukaesih,,,
31189;Iming - Iming;Mukhlas Ade Putra,,,
31191;Biarlah Rahsia;Siti Nurhaliza,,,
31192;Destinasi Cinta;Siti Nurhaliza,,,
31193;Entah Untuk Siapa;Sintesa,,,
31194;Maafkan;Ten,,,
31195;Rindu Berat;Trio Macan,,,
31196;Terbaik Untukmu;Baim,,,
31197;Goyang Karawang;Gayuh Rakasiwi,,,
31198;Jacky;Nur Kumala,,,
31199;Ku Gapai Cintamu;Rina.A,,,
31200;Mabuk Dan Judi;Vivi.R,,,
31201;Rindu Berat;Devi Resiana,,,
31202;Sebatas Angan;Lilin.H,,,
31203;Surga Dunia;Ria Mustika,,,
31204;Sahara;Brodin,,,
31205;Tang Ting Tong Der;Vivi.R,,,
31206;Bang Romi;Lilin Herlina,,,
31207;Betul Apa Tidak;Gayuh Rakasiwi,,,
31208;Bukan Yang Pertama;Irma Permatasari,,,
31209;Bulu Bertemu Bulu;Vivi.R,,,
31210;Bunga Warung;Dwi Ratna,,,
31211;Buta;Brodin,,,
31212;Cinta Pertama;Nurkumala,,,
31213;Cinta Sabun Mandi;Brodin,,,
31214;Dip Dip;Ria Mustika,,,
31215;Lelaki Buaya Darat ;Ratu,,,
31243;Kekasihku;Andre Hehanusa,,,
31244;Kujelang Hari;Ron - Ji,,,
31245;Tanpa Cinta;Bimbi,,,
31246;Selamat Datang Cinta;AB Three,,,
31247;Tak Pernah Menyesal;Anang & Krisdayanti,,,
31297;Aku Masih Sayang;St.12,,,
31298;Atsl;St.12,,,
31299;Cinta Terakhir;Arie Lasso,,,
31300;Cinta Yang Lain;Chrisye Feat Ungu,,,
31301;Kesepian Kita;Pas Band Feat Tere,,,
31302;Ruang Hidup;St.12,,,
31364;Sally Go Round The Roses;The Jaynettes,,,
31365;Something To Talk About;Sawyer Brown,,,
31366;Stir It Up;NN,,,
31375;Disko Darurat;The Upstairs,,,
31376;Gladiator;Pas Band,,,
31377;Kau Kini Ada;Sheila On 7,,,
31378;Pencemburu;Element,,,
31379;Ruang Rindu;Letto,,,
31380;Seperti Bintang;Rea,,,
31490;Dia;Broden,,,
31491;Hiasan Mimpi;Wiwik Sagita,,,
31492;Merana;Wiwik Sagita,,,
31493;Sahara ( Wanita );Irma.P,,,
31494;Senyummu;Evi.P & Badrun,,,
31495;Siapa Bilang;Nita Talia,,,
31496;Simalakama;Denis Arista,,,
31497;Sir Gobang Gosir;Denis Arista,,,
31498;Stop Pacaran;Evi.P,,,
31499;Tantangan;Nita Talia,,,
31500;Api Cemburu;Nita Talia,,,
31501;Ganjen;Nita Talia,,,
31502;Goyang Heboh;Nita Talia,,,
31503;Joged Gembira;Nita Talia,,,
31504;Kembang Goyang;Nita Talia,,,
31505;Merpati;Nita Talia,,,
31506;Oke Punya;Nita Talia,,,
31507;Suwer;Nita Talia,,,
31565;Heaven;Nidji,,,
31566;Hitam Putih;Ada Band,,,
31567;Jablai (Jarang Dibelai);Titi Kamal,,,
31568;Kencan Rahasia;Ada Band,,,
31569;Pura Pura Cinta;Ada Band,,,
31570;S T M J;Lia Danada,,,
31571;Superhero;Netral,,,
31572;Tak Perlu;Ungu,,,
31573;Tentang Kita;Jamrud,,,
31574;Welcome To My Paradise;Steven & Coconut Treez,,,
31576;Andai Ku Tahu;Ungu,,,
31577;Doa;Ungu,,,
31578;Selamat Lebaran;Ungu,,,
31579;Sholawat;Ungu,,,
31581;Desember;Koes Plus,,,
31582;Do'a Suciku;Koes Plus,,,
31583;Anak Manja;Koes Plus,,,
31584;Hatiku Dan Hatimu;Koes Plus,,,
31585;Semanis Rayuanmu;Koes Plus,,,
31586;Gadis Puri;Koes Plus,,,
31587;Bertemu Dan Berpisah;Koes Plus,,,
31588;Bahagia Dan Derita;Koes Plus,,,
31589;Manusia;Koes Plus,,,
31590;Cinta Mulia;Koes Plus,,,
31591;Kolang Kaling;Koes Plus,,,
31592;Pak Tani;Koes Plus,,,
31593;Kau Tercipta Bukan Untukku;Ratih Purwasih,,,
31594;Burung Kakatua;.,,,
31596;Ayo Mama;Tradisional,,,
31597;Telepon Rindu;Ratih Purwasih,,,
31598;Senandung Pucuk Pucuk Pinus;Ebiet G. Ade,,,
31599;Walang Kekek;Waljinah,,,
31600;Keagungan Tuhan;Ida Laela,,,
31601;Rambutku Rambutmu;Japras Group,,,
31602;Untukmu Kuserahkan;Lidya Natalia,,,
31603;Desember Kelabu;Maharani Kahar,,,
31604;Impian Semalam;Oei Yok Siang,,,
31605;2 D S D;Peterpan,,,
31606;Akhir Rasa Ini;Samsons,,,
31607;Disco Lazy Time;Nidji,,,
31608;Hanya Cinta;Chrome,,,
31609;Penjara Jiwa;Ada Band,,,
31610;Tentang Kita;Channel,,,
31611;Tertatih;Element,,,
31643;Kau;Ello & Glenn Fredly,,,
31644;Lagu Rindu;Shaggy Dog,,,
31645;Lelaki Yang Kumau;Ratu,,,
31646;Semakin Hari Semakin Cinta;Ratu,,,
31647;Takkan Pernah  Melupakanmu;Naif,,,
31649;Naluri Lelaki;Samsons,,,
31650;Kenangan Terindah;Samsons,,,
31651;Akhir Rasa Ini;Samsons,,,
31652;Di Penghujung Muda;Samsons,,,
31653;Bukan Diriku;Samsons,,,
31654;Dengan Nafasmu;Samsons,,,
31655;Kehadiranmu;Samsons,,,
31656;Yang Tlah Lalu;Samsons,,,
31657;Dan;Samsons,,,
31658;Kutemukan Cinta;Samsons,,,
31693;Bekas Pacar;Lilin. H,,,
31694;Bunga mawar;Gayuh. R,,,
31695;Cambuk Derita;Lilin. H,,,
31696;Dicokot Nyokot;Vivi. R,,,
31697;Ditelan Alam;Lilin. H,,,
31698;Goyang Dangdut;Evi. P,,,
31699;Hari Jum'at;Dwi. R,,,
31700;Jangan Kau Pergi;Rahellia,,,
31701;Karmila;Ana Riswana,,,
31702;Khana;Brodin,,,
31703;Kunanti Dipintu Surga;Dwi. R,,,
31704;Leyeh Leyeh;Vivi R,,,
31705;Mblebes;Vivi R,,,
31706;Melati;Gayuh R,,,
